province_state,country_region,date,confirmed,recovered,deaths
Fukuoka,Japan,2021-02-09,16974,14852,219
Fukushima,Japan,2021-02-09,1788,1588,60
Gifu,Japan,2021-02-09,4380,4030,82
Gunma,Japan,2021-02-09,4149,3683,76
Hiroshima,Japan,2021-02-09,4912,4599,94
Hokkaido,Japan,2021-02-09,18164,16348,627
Hyogo,Japan,2021-02-09,17288,15484,455
Ibaraki,Japan,2021-02-09,5216,4578,82
Ishikawa,Japan,2021-02-09,1582,1383,61
Iwate,Japan,2021-02-09,516,464,29
Kagawa,Japan,2021-02-09,704,587,17
Kagoshima,Japan,2021-02-09,1675,1562,21
Kanagawa,Japan,2021-02-09,42596,40006,579
Kochi,Japan,2021-02-09,864,830,17
Kumamoto,Japan,2021-02-09,3389,3146,67
Kyoto,Japan,2021-02-09,8798,7760,137
Mie,Japan,2021-02-09,2342,2027,39
Miyagi,Japan,2021-02-09,3523,3309,23
Miyazaki,Japan,2021-02-09,1887,1760,20
Nagano,Japan,2021-02-09,2340,2236,38
Nagasaki,Japan,2021-02-09,1569,1343,35
Nara,Japan,2021-02-09,3158,2926,44
Niigata,Japan,2021-02-09,966,864,12
Oita,Japan,2021-02-09,1237,1084,18
Okayama,Japan,2021-02-09,2415,2199,26
Okinawa,Japan,2021-02-09,7926,7204,95
Osaka,Japan,2021-02-09,45351,40888,1021
Port Quarantine,Japan,2021-02-09,2178,2118,2
Saga,Japan,2021-02-09,997,929,7
Saitama,Japan,2021-02-09,27043,23025,430
Shiga,Japan,2021-02-09,2261,1997,33
Shimane,Japan,2021-02-09,284,256,0
Shizuoka,Japan,2021-02-09,4776,4392,86
Tochigi,Japan,2021-02-09,3899,3550,58
Tokushima,Japan,2021-02-09,397,350,15
Tokyo,Japan,2021-02-09,104601,96587,1050
Tottori,Japan,2021-02-09,208,183,2
Toyama,Japan,2021-02-09,886,831,27
Unknown,Japan,2021-02-09,8,8,0
Wakayama,Japan,2021-02-09,1113,1008,15
Yamagata,Japan,2021-02-09,531,462,13
Yamaguchi,Japan,2021-02-09,1323,1097,30
Yamanashi,Japan,2021-02-09,919,877,16
Aichi,Japan,2023-03-02,2096436,,4251
Akita,Japan,2023-03-02,198506,,586
Aomori,Japan,2023-03-02,277347,,639
Chiba,Japan,2023-03-02,1454199,,3848
Ehime,Japan,2023-03-02,313118,,680
Fukui,Japan,2023-03-02,198454,,196
Fukuoka,Japan,2023-03-02,1577020,,3148
Fukushima,Japan,2023-03-02,399539,,820
Gifu,Japan,2023-03-02,536909,,1093
Gunma,Japan,2023-03-02,436555,,1069
Hiroshima,Japan,2023-03-02,794028,,1337
Hokkaido,Japan,2023-03-02,1330945,,4518
Hyogo,Japan,2023-03-02,1458947,,3782
Ibaraki,Japan,2023-03-02,633054,,1271
Ishikawa,Japan,2023-03-02,276487,,495
Iwate,Japan,2023-03-02,232888,,606
Kagawa,Japan,2023-03-02,250651,,611
Kagoshima,Japan,2023-03-02,438526,,868
Kanagawa,Japan,2023-03-02,2204192,,4225
Kochi,Japan,2023-03-02,167822,,582
Kumamoto,Japan,2023-03-02,531493,,1284
Kyoto,Japan,2023-03-02,673306,,1636
Mie,Japan,2023-03-02,456357,,1032
Miyagi,Japan,2023-03-02,532358,,936
Miyazaki,Japan,2023-03-02,318260,,770
Nagano,Japan,2023-03-02,452757,,853
Nagasaki,Japan,2023-03-02,334416,,628
Nara,Japan,2023-03-02,343811,,844
Niigata,Japan,2023-03-02,450710,,431
Oita,Japan,2023-03-02,301123,,753
Okayama,Japan,2023-03-02,487834,,830
Okinawa,Japan,2023-03-02,575532,,923
Osaka,Japan,2023-03-02,2814983,,8371
Port Quarantine,Japan,2023-03-02,22118,,8
Saga,Japan,2023-03-02,259559,,485
Saitama,Japan,2023-03-02,1787756,,3854
Shiga,Japan,2023-03-02,371299,,666
Shimane,Japan,2023-03-02,166113,,293
Shizuoka,Japan,2023-03-02,860087,,1362
Tochigi,Japan,2023-03-02,418488,,1050
Tokushima,Japan,2023-03-02,164805,,407
Tokyo,Japan,2023-03-02,4318428,,7978
Tottori,Japan,2023-03-02,139989,,256
Toyama,Japan,2023-03-02,234956,,307
Unknown,Japan,2023-03-02,173,,0
Wakayama,Japan,2023-03-02,236989,,514
Yamagata,Japan,2023-03-02,223967,,355
Yamaguchi,Japan,2023-03-02,310817,,738
Yamanashi,Japan,2023-03-02,188579,,392
Aichi,Japan,2022-03-18,384268,,1905
Akita,Japan,2022-03-18,13329,,43
Aomori,Japan,2022-03-18,30249,,80
Chiba,Japan,2022-03-18,326765,,1574
Ehime,Japan,2022-03-18,21799,,125
Fukui,Japan,2022-03-18,19186,,41
Fukuoka,Japan,2022-03-18,277653,,1083
Fukushima,Japan,2022-03-18,30967,,189
Gifu,Japan,2022-03-18,62127,,304
Gunma,Japan,2022-03-18,62920,,275
Hiroshima,Japan,2022-03-18,86942,,436
Hokkaido,Japan,2022-03-18,202761,,1892
Hyogo,Japan,2022-03-18,311648,,2035
Ibaraki,Japan,2022-03-18,98471,,356
Ishikawa,Japan,2022-03-18,31635,,180
Iwate,Japan,2022-03-18,15473,,70
Kagawa,Japan,2022-03-18,25685,,98
Kagoshima,Japan,2022-03-18,37698,,158
Kanagawa,Japan,2022-03-18,553304,,1944
Kochi,Japan,2022-03-18,15315,,97
Kumamoto,Japan,2022-03-18,59542,,264
Kyoto,Japan,2022-03-18,145189,,581
Mie,Japan,2022-03-18,50180,,261
Miyagi,Japan,2022-03-18,51431,,166
Miyazaki,Japan,2022-03-18,22593,,114
Nagano,Japan,2022-03-18,37997,,159
Nagasaki,Japan,2022-03-18,31482,,115
Nara,Japan,2022-03-18,68693,,331
Niigata,Japan,2022-03-18,36558,,85
Oita,Japan,2022-03-18,28711,,124
Okayama,Japan,2022-03-18,57833,,221
Okinawa,Japan,2022-03-18,112302,,437
Osaka,Japan,2022-03-18,751740,,4449
Port Quarantine,Japan,2022-03-18,4463,,4
Saga,Japan,2022-03-18,28826,,77
Saitama,Japan,2022-03-18,384973,,1285
Shiga,Japan,2022-03-18,62576,,182
Shimane,Japan,2022-03-18,8189,,9
Shizuoka,Japan,2022-03-18,110923,,371
Tochigi,Japan,2022-03-18,55484,,228
Tokushima,Japan,2022-03-18,14736,,78
Tokyo,Japan,2022-03-18,1161537,,4042
Tottori,Japan,2022-03-18,8333,,11
Toyama,Japan,2022-03-18,24895,,71
Unknown,Japan,2022-03-18,8,,0
Wakayama,Japan,2022-03-18,26299,,107
Yamagata,Japan,2022-03-18,15497,,76
Yamaguchi,Japan,2022-03-18,26224,,158
Yamanashi,Japan,2022-03-18,20769,,61
Aichi,Japan,2023-01-29,2048324,,3967
Akita,Japan,2023-01-29,193539,,553
Aomori,Japan,2023-01-29,273001,,616
Chiba,Japan,2023-01-29,1424262,,3495
Ehime,Japan,2023-01-29,301084,,613
Fukui,Japan,2023-01-29,192832,,183
Fukuoka,Japan,2023-01-29,1542619,,2941
Fukushima,Japan,2023-01-29,386827,,569
Gifu,Japan,2023-01-29,518910,,1018
Gunma,Japan,2023-01-29,424859,,990
Hiroshima,Japan,2023-01-29,770809,,1237
Hokkaido,Japan,2023-01-29,1306002,,4386
Hyogo,Japan,2023-01-29,1434367,,3598
Ibaraki,Japan,2023-01-29,615366,,1189
Ishikawa,Japan,2023-01-29,268662,,469
Iwate,Japan,2023-01-29,225213,,569
Kagawa,Japan,2023-01-29,241707,,554
Kagoshima,Japan,2023-01-29,426437,,802
Kanagawa,Japan,2023-01-29,2162942,,3971
Kochi,Japan,2023-01-29,158952,,539
Kumamoto,Japan,2023-01-29,519668,,1186
Kyoto,Japan,2023-01-29,659112,,1523
Mie,Japan,2023-01-29,439511,,927
Miyagi,Japan,2023-01-29,517132,,882
Miyazaki,Japan,2023-01-29,311205,,714
Nagano,Japan,2023-01-29,435726,,794
Nagasaki,Japan,2023-01-29,325734,,570
Nara,Japan,2023-01-29,335171,,773
Niigata,Japan,2023-01-29,437656,,364
Oita,Japan,2023-01-29,292018,,651
Okayama,Japan,2023-01-29,472693,,770
Okinawa,Japan,2023-01-29,570374,,873
Osaka,Japan,2023-01-29,2763508,,7956
Port Quarantine,Japan,2023-01-29,22118,,8
Saga,Japan,2023-01-29,253833,,443
Saitama,Japan,2023-01-29,1754901,,3544
Shiga,Japan,2023-01-29,360288,,614
Shimane,Japan,2023-01-29,159219,,265
Shizuoka,Japan,2023-01-29,827931,,1240
Tochigi,Japan,2023-01-29,404119,,962
Tokushima,Japan,2023-01-29,157342,,375
Tokyo,Japan,2023-01-29,4262577,,7585
Tottori,Japan,2023-01-29,134447,,237
Toyama,Japan,2023-01-29,226762,,297
Unknown,Japan,2023-01-29,173,,0
Wakayama,Japan,2023-01-29,228694,,472
Yamagata,Japan,2023-01-29,217925,,342
Yamaguchi,Japan,2023-01-29,297680,,678
Yamanashi,Japan,2023-01-29,182272,,343
Aichi,Japan,2020-09-18,5046,4525,78
Akita,Japan,2020-09-18,51,50,0
Aomori,Japan,2020-09-18,35,32,1
Chiba,Japan,2020-09-18,3557,3161,68
Ehime,Japan,2020-09-18,114,107,6
Fukui,Japan,2020-09-18,244,215,9
Fukuoka,Japan,2020-09-18,4991,4589,89
Fukushima,Japan,2020-09-18,218,172,2
Gifu,Japan,2020-09-18,596,552,10
Gunma,Japan,2020-09-18,629,462,19
Hiroshima,Japan,2020-09-18,472,461,3
Hokkaido,Japan,2020-09-18,1916,1735,106
Hyogo,Japan,2020-09-18,2561,2329,56
Ibaraki,Japan,2020-09-18,622,563,16
Ishikawa,Japan,2020-09-18,744,631,44
Iwate,Japan,2020-09-18,23,23,0
Kagawa,Japan,2020-09-18,94,80,2
Kagoshima,Japan,2020-09-18,376,354,12
Kanagawa,Japan,2020-09-18,6258,5440,136
Kochi,Japan,2020-09-18,137,129,4
Kumamoto,Japan,2020-09-18,570,532,8
Kyoto,Japan,2020-09-18,1664,1549,25
Mie,Japan,2020-09-18,468,383,5
Miyagi,Japan,2020-09-18,351,253,2
Miyazaki,Japan,2020-09-18,365,339,1
Nagano,Japan,2020-09-18,298,291,1
Nagasaki,Japan,2020-09-18,236,226,3
Nara,Japan,2020-09-18,551,523,9
Niigata,Japan,2020-09-18,161,144,0
Oita,Japan,2020-09-18,158,151,2
Okayama,Japan,2020-09-18,148,146,1
Okinawa,Japan,2020-09-18,2327,2115,45
Osaka,Japan,2020-09-18,9920,8909,190
Port Quarantine,Japan,2020-09-18,882,514,1
Saga,Japan,2020-09-18,242,243,0
Saitama,Japan,2020-09-18,4401,3993,99
Shiga,Japan,2020-09-18,476,441,7
Shimane,Japan,2020-09-18,137,137,0
Shizuoka,Japan,2020-09-18,517,490,2
Tochigi,Japan,2020-09-18,376,311,1
Tokushima,Japan,2020-09-18,147,105,9
Tokyo,Japan,2020-09-18,23838,21021,390
Tottori,Japan,2020-09-18,36,22,0
Toyama,Japan,2020-09-18,410,372,25
Unknown,Japan,2020-09-18,8,8,0
Wakayama,Japan,2020-09-18,236,227,5
Yamagata,Japan,2020-09-18,78,76,1
Yamaguchi,Japan,2020-09-18,195,170,1
Yamanashi,Japan,2020-09-18,181,167,6
Aichi,Japan,2022-02-24,303673,,1553
Akita,Japan,2022-02-24,8736,,31
Aomori,Japan,2022-02-24,19712,,56
Chiba,Japan,2022-02-24,254710,,1277
Ehime,Japan,2022-02-24,15923,,112
Fukui,Japan,2022-02-24,11428,,39
Fukuoka,Japan,2022-02-24,221033,,878
Fukushima,Japan,2022-02-24,23002,,184
Gifu,Japan,2022-02-24,49661,,265
Gunma,Japan,2022-02-24,49232,,242
Hiroshima,Japan,2022-02-24,71614,,375
Hokkaido,Japan,2022-02-24,164068,,1722
Hyogo,Japan,2022-02-24,247501,,1750
Ibaraki,Japan,2022-02-24,68118,,273
Ishikawa,Japan,2022-02-24,22999,,160
Iwate,Japan,2022-02-24,9364,,58
Kagawa,Japan,2022-02-24,17019,,69
Kagoshima,Japan,2022-02-24,29322,,115
Kanagawa,Japan,2022-02-24,426988,,1620
Kochi,Japan,2022-02-24,11293,,72
Kumamoto,Japan,2022-02-24,46471,,212
Kyoto,Japan,2022-02-24,118266,,398
Mie,Japan,2022-02-24,38722,,232
Miyagi,Japan,2022-02-24,37957,,135
Miyazaki,Japan,2022-02-24,17647,,84
Nagano,Japan,2022-02-24,29658,,140
Nagasaki,Japan,2022-02-24,24614,,105
Nara,Japan,2022-02-24,51670,,247
Niigata,Japan,2022-02-24,27869,,68
Oita,Japan,2022-02-24,22468,,97
Okayama,Japan,2022-02-24,46294,,183
Okinawa,Japan,2022-02-24,97045,,426
Osaka,Japan,2022-02-24,616918,,3767
Port Quarantine,Japan,2022-02-24,4463,,4
Saga,Japan,2022-02-24,21812,,60
Saitama,Japan,2022-02-24,296939,,1152
Shiga,Japan,2022-02-24,45348,,131
Shimane,Japan,2022-02-24,6023,,8
Shizuoka,Japan,2022-02-24,83455,,311
Tochigi,Japan,2022-02-24,42712,,173
Tokushima,Japan,2022-02-24,9744,,73
Tokyo,Japan,2022-02-24,951548,,3541
Tottori,Japan,2022-02-24,6143,,9
Toyama,Japan,2022-02-24,15934,,59
Unknown,Japan,2022-02-24,8,,0
Wakayama,Japan,2022-02-24,21456,,98
Yamagata,Japan,2022-02-24,10918,,64
Yamaguchi,Japan,2022-02-24,20060,,121
Yamanashi,Japan,2022-02-24,16000,,42
Aichi,Japan,2022-06-15,557277,,2087
Akita,Japan,2022-06-15,31522,,70
Aomori,Japan,2022-06-15,60527,,107
Chiba,Japan,2022-06-15,456295,,1786
Ehime,Japan,2022-06-15,41974,,140
Fukui,Japan,2022-06-15,37309,,45
Fukuoka,Japan,2022-06-15,437187,,1265
Fukushima,Japan,2022-06-15,65203,,223
Gifu,Japan,2022-06-15,104735,,343
Gunma,Japan,2022-06-15,96533,,321
Hiroshima,Japan,2022-06-15,163975,,493
Hokkaido,Japan,2022-06-15,372381,,2081
Hyogo,Japan,2022-06-15,434746,,2240
Ibaraki,Japan,2022-06-15,161906,,441
Ishikawa,Japan,2022-06-15,58282,,197
Iwate,Japan,2022-06-15,36816,,96
Kagawa,Japan,2022-06-15,49754,,128
Kagoshima,Japan,2022-06-15,88436,,206
Kanagawa,Japan,2022-06-15,766238,,2218
Kochi,Japan,2022-06-15,29061,,113
Kumamoto,Japan,2022-06-15,103597,,299
Kyoto,Japan,2022-06-15,207809,,730
Mie,Japan,2022-06-15,84712,,306
Miyagi,Japan,2022-06-15,90808,,198
Miyazaki,Japan,2022-06-15,55808,,144
Nagano,Japan,2022-06-15,75971,,203
Nagasaki,Japan,2022-06-15,62317,,124
Nara,Japan,2022-06-15,93018,,389
Niigata,Japan,2022-06-15,74015,,91
Oita,Japan,2022-06-15,56279,,164
Okayama,Japan,2022-06-15,102011,,250
Okinawa,Japan,2022-06-15,233968,,476
Osaka,Japan,2022-06-15,993882,,5099
Port Quarantine,Japan,2022-06-15,4463,,4
Saga,Japan,2022-06-15,54249,,106
Saitama,Japan,2022-06-15,559477,,1643
Shiga,Japan,2022-06-15,93093,,221
Shimane,Japan,2022-06-15,17470,,16
Shizuoka,Japan,2022-06-15,175529,,420
Tochigi,Japan,2022-06-15,92670,,274
Tokushima,Japan,2022-06-15,23370,,85
Tokyo,Japan,2022-06-15,1566623,,4546
Tottori,Japan,2022-06-15,15722,,20
Toyama,Japan,2022-06-15,38709,,94
Unknown,Japan,2022-06-15,8,,0
Wakayama,Japan,2022-06-15,43285,,118
Yamagata,Japan,2022-06-15,29533,,95
Yamaguchi,Japan,2022-06-15,47175,,178
Yamanashi,Japan,2022-06-15,33734,,68
Aichi,Japan,2022-12-11,1646858,,3202
Akita,Japan,2022-12-11,157966,,370
Aomori,Japan,2022-12-11,221963,,441
Chiba,Japan,2022-12-11,1143190,,2796
Ehime,Japan,2022-12-11,207557,,342
Fukui,Japan,2022-12-11,148889,,129
Fukuoka,Japan,2022-12-11,1217126,,2130
Fukushima,Japan,2022-12-11,294063,,373
Gifu,Japan,2022-12-11,387831,,727
Gunma,Japan,2022-12-11,324102,,655
Hiroshima,Japan,2022-12-11,567588,,900
Hokkaido,Japan,2022-12-11,1135075,,3576
Hyogo,Japan,2022-12-11,1153066,,3043
Ibaraki,Japan,2022-12-11,468280,,844
Ishikawa,Japan,2022-12-11,213633,,336
Iwate,Japan,2022-12-11,170603,,307
Kagawa,Japan,2022-12-11,177811,,349
Kagoshima,Japan,2022-12-11,328993,,565
Kanagawa,Japan,2022-12-11,1789526,,3288
Kochi,Japan,2022-12-11,119844,,344
Kumamoto,Japan,2022-12-11,386451,,724
Kyoto,Japan,2022-12-11,547336,,1201
Mie,Japan,2022-12-11,318760,,603
Miyagi,Japan,2022-12-11,399034,,577
Miyazaki,Japan,2022-12-11,224765,,414
Nagano,Japan,2022-12-11,337450,,531
Nagasaki,Japan,2022-12-11,246693,,364
Nara,Japan,2022-12-11,269571,,618
Niigata,Japan,2022-12-11,343524,,226
Oita,Japan,2022-12-11,210668,,423
Okayama,Japan,2022-12-11,350815,,493
Okinawa,Japan,2022-12-11,526069,,824
Osaka,Japan,2022-12-11,2356105,,6832
Port Quarantine,Japan,2022-12-11,22118,,8
Saga,Japan,2022-12-11,187468,,275
Saitama,Japan,2022-12-11,1440996,,2698
Shiga,Japan,2022-12-11,286870,,415
Shimane,Japan,2022-12-11,113768,,135
Shizuoka,Japan,2022-12-11,607134,,837
Tochigi,Japan,2022-12-11,307084,,625
Tokushima,Japan,2022-12-11,114072,,227
Tokyo,Japan,2022-12-11,3664333,,6370
Tottori,Japan,2022-12-11,89762,,123
Toyama,Japan,2022-12-11,179708,,213
Unknown,Japan,2022-12-11,173,,0
Wakayama,Japan,2022-12-11,167250,,311
Yamagata,Japan,2022-12-11,178595,,273
Yamaguchi,Japan,2022-12-11,206351,,442
Yamanashi,Japan,2022-12-11,135078,,211
Aichi,Japan,2021-01-01,16764,13596,196
Akita,Japan,2021-01-01,143,100,1
Aomori,Japan,2021-01-01,492,385,8
Chiba,Japan,2021-01-01,11229,8660,114
Ehime,Japan,2021-01-01,471,365,13
Fukui,Japan,2021-01-01,355,325,12
Fukuoka,Japan,2021-01-01,9121,7272,114
Fukushima,Japan,2021-01-01,969,673,20
Gifu,Japan,2021-01-01,2348,1706,33
Gunma,Japan,2021-01-01,2339,1935,43
Hiroshima,Japan,2021-01-01,3401,1778,34
Hokkaido,Japan,2021-01-01,13529,11309,433
Hyogo,Japan,2021-01-01,10163,8404,212
Ibaraki,Japan,2021-01-01,2488,2123,39
Ishikawa,Japan,2021-01-01,1084,915,52
Iwate,Japan,2021-01-01,389,297,24
Kagawa,Japan,2021-01-01,306,206,3
Kagoshima,Japan,2021-01-01,1031,875,15
Kanagawa,Japan,2021-01-01,21768,17855,258
Kochi,Japan,2021-01-01,669,540,8
Kumamoto,Japan,2021-01-01,1905,1466,19
Kyoto,Japan,2021-01-01,4906,3431,50
Mie,Japan,2021-01-01,1296,1108,17
Miyagi,Japan,2021-01-01,2222,1694,15
Miyazaki,Japan,2021-01-01,783,668,10
Nagano,Japan,2021-01-01,1205,1029,13
Nagasaki,Japan,2021-01-01,675,311,4
Nara,Japan,2021-01-01,2012,1620,24
Niigata,Japan,2021-01-01,545,436,3
Oita,Japan,2021-01-01,700,561,6
Okayama,Japan,2021-01-01,1390,762,15
Okinawa,Japan,2021-01-01,5426,4902,84
Osaka,Japan,2021-01-01,30262,25866,537
Port Quarantine,Japan,2021-01-01,1900,1750,1
Saga,Japan,2021-01-01,467,409,3
Saitama,Japan,2021-01-01,14540,11017,201
Shiga,Japan,2021-01-01,1199,937,12
Shimane,Japan,2021-01-01,217,178,0
Shizuoka,Japan,2021-01-01,2717,2177,38
Tochigi,Japan,2021-01-01,1534,1006,7
Tokushima,Japan,2021-01-01,199,183,10
Tokyo,Japan,2021-01-01,61028,50365,586
Tottori,Japan,2021-01-01,123,66,0
Toyama,Japan,2021-01-01,565,478,26
Unknown,Japan,2021-01-01,8,8,0
Wakayama,Japan,2021-01-01,629,565,7
Yamagata,Japan,2021-01-01,391,304,8
Yamaguchi,Japan,2021-01-01,589,460,3
Yamanashi,Japan,2021-01-01,576,482,11
Aichi,Japan,2022-02-07,208429,,1258
Akita,Japan,2022-02-07,5477,,27
Aomori,Japan,2022-02-07,12752,,42
Chiba,Japan,2022-02-07,178047,,1081
Ehime,Japan,2022-02-07,12205,,94
Fukui,Japan,2022-02-07,7096,,38
Fukuoka,Japan,2022-02-07,156733,,684
Fukushima,Japan,2022-02-07,16850,,178
Gifu,Japan,2022-02-07,35005,,232
Gunma,Japan,2022-02-07,36707,,204
Hiroshima,Japan,2022-02-07,57638,,270
Hokkaido,Japan,2022-02-07,116089,,1541
Hyogo,Japan,2022-02-07,168662,,1477
Ibaraki,Japan,2022-02-07,45587,,230
Ishikawa,Japan,2022-02-07,16213,,144
Iwate,Japan,2022-02-07,5724,,53
Kagawa,Japan,2022-02-07,10772,,47
Kagoshima,Japan,2022-02-07,20744,,85
Kanagawa,Japan,2022-02-07,301724,,1374
Kochi,Japan,2022-02-07,7538,,40
Kumamoto,Japan,2022-02-07,34331,,161
Kyoto,Japan,2022-02-07,82828,,311
Mie,Japan,2022-02-07,27356,,185
Miyagi,Japan,2022-02-07,25984,,121
Miyazaki,Japan,2022-02-07,13705,,52
Nagano,Japan,2022-02-07,21633,,106
Nagasaki,Japan,2022-02-07,18001,,81
Nara,Japan,2022-02-07,32674,,162
Niigata,Japan,2022-02-07,19748,,63
Oita,Japan,2022-02-07,16520,,87
Okayama,Japan,2022-02-07,33626,,147
Okinawa,Japan,2022-02-07,87106,,410
Osaka,Japan,2022-02-07,421515,,3218
Port Quarantine,Japan,2022-02-07,4463,,4
Saga,Japan,2022-02-07,14887,,36
Saitama,Japan,2022-02-07,207862,,1077
Shiga,Japan,2022-02-07,29409,,112
Shimane,Japan,2022-02-07,4711,,7
Shizuoka,Japan,2022-02-07,57742,,234
Tochigi,Japan,2022-02-07,29953,,134
Tokushima,Japan,2022-02-07,6041,,69
Tokyo,Japan,2022-02-07,705140,,3247
Tottori,Japan,2022-02-07,4331,,5
Toyama,Japan,2022-02-07,9145,,52
Unknown,Japan,2022-02-07,8,,0
Wakayama,Japan,2022-02-07,14554,,71
Yamagata,Japan,2022-02-07,7564,,58
Yamaguchi,Japan,2022-02-07,15272,,107
Yamanashi,Japan,2022-02-07,11277,,38
,Japan,2020-05-10,15777,8127,624
Aichi,Japan,2021-11-21,106827,,1159
Akita,Japan,2021-11-21,1925,,27
Aomori,Japan,2021-11-21,5897,,38
Chiba,Japan,2021-11-21,100426,,1027
Ehime,Japan,2021-11-21,5409,,82
Fukui,Japan,2021-11-21,3115,,38
Fukuoka,Japan,2021-11-21,74568,,622
Fukushima,Japan,2021-11-21,9487,,176
Gifu,Japan,2021-11-21,18899,,218
Gunma,Japan,2021-11-21,16847,,176
Hiroshima,Japan,2021-11-21,22152,,202
Hokkaido,Japan,2021-11-21,61056,,1472
Hyogo,Japan,2021-11-21,78653,,1396
Ibaraki,Japan,2021-11-21,24446,,220
Ishikawa,Japan,2021-11-21,7968,,129
Iwate,Japan,2021-11-21,3487,,53
Kagawa,Japan,2021-11-21,4702,,38
Kagoshima,Japan,2021-11-21,9103,,66
Kanagawa,Japan,2021-11-21,169188,,1312
Kochi,Japan,2021-11-21,4167,,33
Kumamoto,Japan,2021-11-21,14395,,136
Kyoto,Japan,2021-11-21,35978,,291
Mie,Japan,2021-11-21,14810,,163
Miyagi,Japan,2021-11-21,16276,,118
Miyazaki,Japan,2021-11-21,6137,,41
Nagano,Japan,2021-11-21,8883,,97
Nagasaki,Japan,2021-11-21,6119,,73
Nara,Japan,2021-11-21,15641,,149
Niigata,Japan,2021-11-21,8015,,61
Oita,Japan,2021-11-21,8186,,84
Okayama,Japan,2021-11-21,15513,,136
Okinawa,Japan,2021-11-21,50298,,398
Osaka,Japan,2021-11-21,203027,,3062
Port Quarantine,Japan,2021-11-21,4463,,4
Saga,Japan,2021-11-21,5866,,30
Saitama,Japan,2021-11-21,115779,,1055
Shiga,Japan,2021-11-21,12432,,104
Shimane,Japan,2021-11-21,1731,,5
Shizuoka,Japan,2021-11-21,26781,,209
Tochigi,Japan,2021-11-21,15478,,117
Tokushima,Japan,2021-11-21,3291,,66
Tokyo,Japan,2021-11-21,382089,,3163
Tottori,Japan,2021-11-21,1669,,5
Toyama,Japan,2021-11-21,4867,,52
Unknown,Japan,2021-11-21,8,,0
Wakayama,Japan,2021-11-21,5299,,62
Yamagata,Japan,2021-11-21,3554,,56
Yamaguchi,Japan,2021-11-21,5788,,93
Yamanashi,Japan,2021-11-21,5155,,29
Aichi,Japan,2020-08-19,3900,2414,48
Akita,Japan,2020-08-19,44,27,0
Aomori,Japan,2020-08-19,36,31,1
Chiba,Japan,2020-08-19,2576,1992,58
Ehime,Japan,2020-08-19,111,95,6
Fukui,Japan,2020-08-19,155,141,8
Fukuoka,Japan,2020-08-19,3832,2628,45
Fukushima,Japan,2020-08-19,113,90,0
Gifu,Japan,2020-08-19,523,448,8
Gunma,Japan,2020-08-19,337,189,19
Hiroshima,Japan,2020-08-19,436,397,3
Hokkaido,Japan,2020-08-19,1651,1400,103
Hyogo,Japan,2020-08-19,2000,1596,48
Ibaraki,Japan,2020-08-19,480,372,11
Ishikawa,Japan,2020-08-19,505,319,29
Iwate,Japan,2020-08-19,10,4,0
Kagawa,Japan,2020-08-19,68,56,1
Kagoshima,Japan,2020-08-19,337,253,7
Kanagawa,Japan,2020-08-19,4085,3231,106
Kochi,Japan,2020-08-19,105,80,3
Kumamoto,Japan,2020-08-19,426,252,7
Kyoto,Japan,2020-08-19,1202,925,21
Mie,Japan,2020-08-19,302,191,2
Miyagi,Japan,2020-08-19,187,176,2
Miyazaki,Japan,2020-08-19,318,207,1
Nagano,Japan,2020-08-19,151,126,0
Nagasaki,Japan,2020-08-19,189,36,3
Nara,Japan,2020-08-19,450,315,3
Niigata,Japan,2020-08-19,135,123,0
Oita,Japan,2020-08-19,130,83,1
Okayama,Japan,2020-08-19,129,90,0
Okinawa,Japan,2020-08-19,1763,930,15
Osaka,Japan,2020-08-19,7288,5284,122
Port Quarantine,Japan,2020-08-19,727,441,1
Saga,Japan,2020-08-19,201,150,0
Saitama,Japan,2020-08-19,3345,2682,84
Shiga,Japan,2020-08-19,361,245,4
Shimane,Japan,2020-08-19,134,48,0
Shizuoka,Japan,2020-08-19,431,351,1
Tochigi,Japan,2020-08-19,284,230,1
Tokushima,Japan,2020-08-19,96,40,1
Tokyo,Japan,2020-08-19,18278,14400,347
Tottori,Japan,2020-08-19,22,10,0
Toyama,Japan,2020-08-19,329,247,22
Unknown,Japan,2020-08-19,8,8,0
Wakayama,Japan,2020-08-19,215,171,4
Yamagata,Japan,2020-08-19,76,76,1
Yamaguchi,Japan,2020-08-19,89,66,0
Yamanashi,Japan,2020-08-19,158,120,1
Aichi,Japan,2022-07-23,692653,,2117
Akita,Japan,2022-07-23,38419,,74
Aomori,Japan,2022-07-23,80295,,123
Chiba,Japan,2022-07-23,546850,,1825
Ehime,Japan,2022-07-23,61207,,145
Fukui,Japan,2022-07-23,48166,,49
Fukuoka,Japan,2022-07-23,558968,,1308
Fukushima,Japan,2022-07-23,77076,,229
Gifu,Japan,2022-07-23,129626,,357
Gunma,Japan,2022-07-23,116534,,331
Hiroshima,Japan,2022-07-23,192437,,508
Hokkaido,Japan,2022-07-23,416778,,2113
Hyogo,Japan,2022-07-23,528429,,2274
Ibaraki,Japan,2022-07-23,184750,,461
Ishikawa,Japan,2022-07-23,72155,,200
Iwate,Japan,2022-07-23,47390,,103
Kagawa,Japan,2022-07-23,60973,,138
Kagoshima,Japan,2022-07-23,123870,,221
Kanagawa,Japan,2022-07-23,915488,,2272
